sales_person,country,product,date,boxes_shipped,amount,currency,mid_rate,total_amount_th
Andria Kimpton,New Zealand,Mint Chip Choco,2023-02-15,209,9738.74,AUD,21.2763,207204.353862
Andria Kimpton,UK,Milk Bars,2023-02-11,314,16486.65,GBP,42.0265,692876.1962250001
Camilla Castle,USA,Manuka Honey Choco,2023-03-21,184,16792.23,USD,31.1547,523156.88798099995
Gunar Cockshoot,New Zealand,Almond Choco,2023-01-05,125,5752.62,AUD,21.2763,122394.468906
Brien Boise,India,Raspberry Choco,2023-05-30,157,6833.28,INR,0.3442,2352.014976
Jehu Rudeforth,USA,99% Dark & Pure,2023-01-04,222,2815.72,USD,31.1547,87722.91188399999
Beverie Moffet,Australia,Fruit & Nut Bars,2023-04-22,269,1545.36,AUD,21.2763,32879.542967999994
Gigi Bohling,Canada,Milk Bars,2023-02-10,120,3432.73,CAD,22.5593,77439.985889
Dotty Strutley,India,Spicy Special Slims,2023-08-12,217,1001.99,INR,0.3442,344.884958
Gunar Cockshoot,USA,Organic Choco Syrup,2023-08-10,315,2494.19,USD,31.1547,77705.741193
Kelci Walkden,Australia,Raspberry Choco,2023-06-07,61,770.25,AUD,21.2763,16388.070075
Jehu Rudeforth,India,Baker's Choco Chips,2023-06-06,73,2261.98,INR,0.3442,778.573516
Karlen McCaffrey,New Zealand,Baker's Choco Chips,2023-04-05,204,5667.58,AUD,21.2763,120585.13235399999
Wilone O'Kielt,USA,50% Dark Bites,2023-04-18,125,4738.71,USD,31.1547,147633.088437
Andria Kimpton,India,50% Dark Bites,2023-01-31,15,13661.89,INR,0.3442,4702.422538
Madelene Upcott,USA,Baker's Choco Chips,2023-08-22,151,6067.19,USD,31.1547,189021.484293
Jehu Rudeforth,Australia,99% Dark & Pure,2023-02-25,204,11720.99,AUD,21.2763,249379.29953699998
Jan Morforth,Australia,Mint Chip Choco,2023-02-22,106,19999.55,AUD,21.2763,425516.425665
Oby Sorrel,New Zealand,Milk Bars,2023-01-12,201,4484.03,AUD,21.2763,95403.567489
Brien Boise,UK,Almond Choco,2023-05-25,129,107.24,GBP,42.0265,4506.9218599999995
Kelci Walkden,India,Smooth Sliky Salty,2023-02-01,8,2525.98,INR,0.3442,869.442316
Rafaelita Blaksland,UK,Eclairs,2023-04-27,67,1577.84,GBP,42.0265,66311.09276
Gigi Bohling,USA,Smooth Sliky Salty,2023-07-22,129,2972.07,USD,31.1547,92593.949229
Curtice Advani,New Zealand,Mint Chip Choco,2023-01-26,284,3691.63,AUD,21.2763,78544.227369
Curtice Advani,USA,Mint Chip Choco,2023-08-24,293,5188.89,USD,31.1547,161658.311283
Madelene Upcott,New Zealand,Fruit & Nut Bars,2023-01-18,21,5766.51,AUD,21.2763,122689.996713
Karlen McCaffrey,India,85% Dark Bars,2023-03-30,82,1036.77,INR,0.3442,356.856234
Ches Bonnell,Australia,Caramel Stuffed Bars,2023-01-17,163,10033.52,AUD,21.2763,213476.181576
Kelci Walkden,USA,Fruit & Nut Bars,2023-02-17,154,5220.69,USD,31.1547,162649.03074299998
Kelci Walkden,Canada,Peanut Butter Cubes,2023-04-08,47,8106.62,CAD,22.5593,182879.672566
Gigi Bohling,Canada,Drinking Coco,2023-07-06,86,3934.09,CAD,22.5593,88750.316537
Husein Augar,India,Fruit & Nut Bars,2023-04-04,231,4508.93,INR,0.3442,1551.9737060000002
Jan Morforth,New Zealand,Organic Choco Syrup,2023-03-02,226,1921.57,AUD,21.2763,40883.899790999996
Gigi Bohling,New Zealand,Raspberry Choco,2023-08-09,181,1161.31,AUD,21.2763,24708.379952999996
Dennison Crosswaite,Australia,Milk Bars,2023-06-09,282,11389.29,AUD,21.2763,242321.95082700002
Ches Bonnell,UK,Caramel Stuffed Bars,2023-06-02,313,3032.3,GBP,42.0265,127436.95595
Van Tuxwell,USA,Fruit & Nut Bars,2023-07-05,238,6871.55,USD,31.1547,214081.078785
Andria Kimpton,Canada,Eclairs,2023-08-11,124,339.99,CAD,22.5593,7669.936407
Madelene Upcott,India,Choco Coated Almonds,2023-02-11,141,3720.22,INR,0.3442,1280.499724
Kelci Walkden,New Zealand,Spicy Special Slims,2023-08-11,69,731.19,AUD,21.2763,15557.017797
Roddy Speechley,Australia,Drinking Coco,2023-05-12,112,13288.65,AUD,21.2763,282733.30399499997
Wilone O'Kielt,USA,Milk Bars,2023-07-15,101,5332.79,USD,31.1547,166141.472613
Andria Kimpton,India,Organic Choco Syrup,2023-01-18,131,3971.78,INR,0.3442,1367.0866760000001
Madelene Upcott,UK,Fruit & Nut Bars,2023-01-05,198,9538.21,GBP,42.0265,400857.58256499993
Curtice Advani,Australia,50% Dark Bites,2023-06-29,221,547.85,AUD,21.2763,11656.220955
Brien Boise,Canada,Raspberry Choco,2023-06-14,47,2994.76,CAD,22.5593,67559.689268
Gunar Cockshoot,India,Mint Chip Choco,2023-08-08,71,4451.38,INR,0.3442,1532.164996
Dennison Crosswaite,India,Mint Chip Choco,2023-03-23,143,14691.77,INR,0.3442,5056.907234
Barr Faughny,India,Caramel Stuffed Bars,2023-01-04,107,7042.98,INR,0.3442,2424.1937159999998
Brien Boise,India,Milk Bars,2023-02-22,248,15583.0,INR,0.3442,5363.6686
Beverie Moffet,UK,Spicy Special Slims,2023-02-17,268,9059.82,GBP,42.0265,380752.52522999997
Barr Faughny,USA,Almond Choco,2023-02-03,85,430.59,USD,31.1547,13414.902272999998
Van Tuxwell,Canada,Raspberry Choco,2023-03-17,137,1264.25,CAD,22.5593,28520.595025
Wilone O'Kielt,Australia,Baker's Choco Chips,2023-01-25,156,2995.47,AUD,21.2763,63732.518360999995
Brien Boise,Australia,Milk Bars,2023-07-27,56,2117.82,AUD,21.2763,45059.373666
Husein Augar,Australia,Fruit & Nut Bars,2023-01-28,54,8081.79,AUD,21.2763,171950.588577
Madelene Upcott,Australia,Organic Choco Syrup,2023-07-05,49,11542.54,AUD,21.2763,245582.543802
Van Tuxwell,India,White Choc,2023-03-15,46,2183.68,INR,0.3442,751.622656
Gunar Cockshoot,Canada,After Nines,2023-08-04,191,3125.34,CAD,22.5593,70505.48266200001
Jan Morforth,USA,Fruit & Nut Bars,2023-06-27,380,4891.86,USD,31.1547,152404.43074199997
Jan Morforth,Canada,After Nines,2023-07-13,183,4881.32,CAD,22.5593,110119.16227599999
Barr Faughny,New Zealand,Manuka Honey Choco,2023-02-24,238,5917.62,AUD,21.2763,125905.058406
Karlen McCaffrey,New Zealand,85% Dark Bars,2023-06-28,60,6312.53,AUD,21.2763,134307.28203899998
Oby Sorrel,Australia,85% Dark Bars,2023-06-30,27,7956.28,AUD,21.2763,169280.20016399998
Curtice Advani,Canada,Choco Coated Almonds,2023-08-18,7,5895.88,CAD,22.5593,133006.92568400002
Kaine Padly,India,70% Dark Bites,2023-01-24,296,13535.7,INR,0.3442,4658.98794
Beverie Moffet,USA,White Choc,2023-03-11,129,5639.9,USD,31.1547,175709.39252999998
Ches Bonnell,New Zealand,After Nines,2023-06-23,356,5813.44,AUD,21.2763,123688.49347199999
Husein Augar,India,Spicy Special Slims,2023-08-22,32,2514.82,INR,0.3442,865.6010440000001
Gunar Cockshoot,Canada,50% Dark Bites,2023-01-04,22,3044.01,CAD,22.5593,68670.73479300001
Curtice Advani,India,Milk Bars,2023-04-05,214,3902.04,INR,0.3442,1343.082168
Beverie Moffet,India,Milk Bars,2023-04-15,354,1928.74,INR,0.3442,663.872308
Husein Augar,Australia,White Choc,2023-05-11,241,3251.53,AUD,21.2763,69180.527739
Andria Kimpton,Canada,Manuka Honey Choco,2023-07-21,495,5031.94,CAD,22.5593,113517.044042
Jan Morforth,New Zealand,Orange Choco,2023-02-11,89,1350.26,AUD,21.2763,28728.536838
Andria Kimpton,Canada,Smooth Sliky Salty,2023-07-08,75,1187.71,CAD,22.5593,26793.906203000002
Gunar Cockshoot,UK,Raspberry Choco,2023-08-11,334,7055.38,GBP,42.0265,296512.92757
Husein Augar,New Zealand,After Nines,2023-08-04,8,7231.89,AUD,21.2763,153867.861207
Andria Kimpton,New Zealand,Orange Choco,2023-06-14,93,9295.83,AUD,21.2763,197780.867829
Dennison Crosswaite,UK,Baker's Choco Chips,2023-01-17,296,2276.94,GBP,42.0265,95691.81891
Jehu Rudeforth,Canada,Orange Choco,2023-06-23,548,4229.79,CAD,22.5593,95421.101547
Jehu Rudeforth,UK,Smooth Sliky Salty,2023-08-24,119,1640.53,GBP,42.0265,68945.73404499999
Andria Kimpton,UK,Caramel Stuffed Bars,2023-06-07,294,8234.5,GBP,42.0265,346067.21424999996
Jan Morforth,UK,White Choc,2023-06-22,46,10087.04,GBP,42.0265,423922.98656000005
Dotty Strutley,USA,Fruit & Nut Bars,2023-07-13,281,3169.26,USD,31.1547,98737.344522
Kelci Walkden,UK,Choco Coated Almonds,2023-05-24,215,10355.42,GBP,42.0265,435202.05863
Gunar Cockshoot,New Zealand,After Nines,2023-08-09,140,7772.63,AUD,21.2763,165372.807669
Kaine Padly,Canada,85% Dark Bars,2023-04-06,31,1992.77,CAD,22.5593,44955.496261
Jan Morforth,New Zealand,Manuka Honey Choco,2023-07-28,266,1815.56,AUD,21.2763,38628.399227999995
Gunar Cockshoot,New Zealand,Raspberry Choco,2023-08-24,50,727.11,AUD,21.2763,15470.210493
Van Tuxwell,Australia,99% Dark & Pure,2023-01-17,132,114.96,AUD,21.2763,2445.9234479999996
Curtice Advani,USA,Drinking Coco,2023-02-07,142,5378.09,USD,31.1547,167552.780523
Brien Boise,Australia,Spicy Special Slims,2023-05-09,269,6707.63,AUD,21.2763,142713.548169
Mallorie Waber,New Zealand,85% Dark Bars,2023-06-06,102,8167.18,AUD,21.2763,173767.371834
Wilone O'Kielt,USA,Choco Coated Almonds,2023-06-06,6,9950.14,USD,31.1547,309993.626658
Beverie Moffet,New Zealand,Organic Choco Syrup,2023-05-24,215,7229.26,AUD,21.2763,153811.904538
Gunar Cockshoot,UK,50% Dark Bites,2023-01-13,128,2260.21,GBP,42.0265,94988.71556499999
Marney O'Breen,USA,Raspberry Choco,2023-05-23,149,6206.9,USD,31.1547,193374.10742999997
Jehu Rudeforth,UK,White Choc,2023-06-29,286,1889.83,GBP,42.0265,79422.94049499999
Jehu Rudeforth,New Zealand,85% Dark Bars,2023-03-11,88,7797.24,AUD,21.2763,165896.41741199998
Dotty Strutley,USA,85% Dark Bars,2023-04-25,536,11644.92,USD,31.1547,362793.98912399996
Rafaelita Blaksland,Australia,Smooth Sliky Salty,2023-05-30,255,4207.22,AUD,21.2763,89514.074886
Curtice Advani,India,Manuka Honey Choco,2023-05-23,169,1683.88,INR,0.3442,579.591496
Mallorie Waber,USA,Peanut Butter Cubes,2023-05-23,18,1337.36,USD,31.1547,41665.049591999996
Van Tuxwell,Canada,Peanut Butter Cubes,2023-06-24,300,7147.04,CAD,22.5593,161232.219472
Kelci Walkden,New Zealand,Smooth Sliky Salty,2023-03-11,296,12030.46,AUD,21.2763,255963.67609799997
Rafaelita Blaksland,USA,Smooth Sliky Salty,2023-07-27,232,15844.58,USD,31.1547,493633.136526
Rafaelita Blaksland,USA,White Choc,2023-08-16,133,5025.84,USD,31.1547,156578.537448
Roddy Speechley,Canada,Smooth Sliky Salty,2023-03-07,12,9902.03,CAD,22.5593,223382.86537900002
Curtice Advani,New Zealand,After Nines,2023-04-05,33,7944.07,AUD,21.2763,169020.41654099998
Camilla Castle,India,85% Dark Bars,2023-05-04,55,9523.65,INR,0.3442,3278.04033
Ches Bonnell,USA,Choco Coated Almonds,2023-01-04,93,16240.71,USD,31.1547,505974.44783699996
Marney O'Breen,Australia,Baker's Choco Chips,2023-01-13,109,5891.94,AUD,21.2763,125358.68302199998
Wilone O'Kielt,New Zealand,Fruit & Nut Bars,2023-07-11,94,6924.52,AUD,21.2763,147328.164876
Kaine Padly,Australia,Mint Chip Choco,2023-05-17,158,4552.57,AUD,21.2763,96861.845091
Camilla Castle,New Zealand,Peanut Butter Cubes,2023-07-21,60,1724.91,AUD,21.2763,36699.702633
Curtice Advani,Canada,Organic Choco Syrup,2023-02-22,21,897.3,CAD,22.5593,20242.45989
Jan Morforth,India,99% Dark & Pure,2023-05-23,178,10283.9,INR,0.3442,3539.71838
Rafaelita Blaksland,Canada,Drinking Coco,2023-07-12,200,10415.77,CAD,22.5593,234972.480161
Jan Morforth,UK,Orange Choco,2023-06-15,193,4220.83,GBP,42.0265,177386.711995
Barr Faughny,New Zealand,50% Dark Bites,2023-06-23,304,4909.86,AUD,21.2763,104463.65431799999
Curtice Advani,Australia,Eclairs,2023-03-25,53,6549.62,AUD,21.2763,139351.68000599998
Jan Morforth,India,Caramel Stuffed Bars,2023-07-04,165,88.72,INR,0.3442,30.537424
Andria Kimpton,UK,White Choc,2023-05-12,110,9793.16,GBP,42.0265,411572.23874
Camilla Castle,New Zealand,Raspberry Choco,2023-04-04,143,4823.65,AUD,21.2763,102629.42449499998
Madelene Upcott,Australia,Orange Choco,2023-04-15,404,7556.55,AUD,21.2763,160775.424765
Roddy Speechley,Canada,Eclairs,2023-03-08,95,7082.03,CAD,22.5593,159765.639379
Karlen McCaffrey,India,White Choc,2023-01-17,231,8361.47,INR,0.3442,2878.017974
Wilone O'Kielt,India,Mint Chip Choco,2023-08-22,52,1310.5,INR,0.3442,451.0741
Andria Kimpton,UK,99% Dark & Pure,2023-07-25,67,1288.1,GBP,42.0265,54134.33465
Marney O'Breen,UK,50% Dark Bites,2023-06-14,133,3288.29,GBP,42.0265,138195.319685
Ches Bonnell,India,Choco Coated Almonds,2023-04-05,85,10669.09,INR,0.3442,3672.3007780000003
Madelene Upcott,UK,Raspberry Choco,2023-08-26,344,7361.93,GBP,42.0265,309396.151145
Wilone O'Kielt,Australia,50% Dark Bites,2023-08-03,123,10336.22,AUD,21.2763,219916.51758599997
Gigi Bohling,Canada,White Choc,2023-07-11,4,6985.95,CAD,22.5593,157598.141835
Wilone O'Kielt,New Zealand,Eclairs,2023-03-11,21,3394.46,AUD,21.2763,72221.549298
Brien Boise,UK,Peanut Butter Cubes,2023-01-10,31,15337.23,GBP,42.0265,644570.096595
Roddy Speechley,UK,Baker's Choco Chips,2023-04-04,378,15925.17,GBP,42.0265,669279.1570049999
Karlen McCaffrey,Australia,50% Dark Bites,2023-01-17,772,7355.77,AUD,21.2763,156503.569251
Marney O'Breen,New Zealand,Organic Choco Syrup,2023-07-08,54,9489.27,AUD,21.2763,201896.55530100001
Jan Morforth,UK,Organic Choco Syrup,2023-04-12,354,1281.32,GBP,42.0265,53849.39498
Rafaelita Blaksland,Canada,Fruit & Nut Bars,2023-08-24,192,518.07,CAD,22.5593,11687.296551000001
Ches Bonnell,UK,Choco Coated Almonds,2023-06-07,239,1933.56,GBP,42.0265,81260.75933999999
Gunar Cockshoot,Canada,Almond Choco,2023-07-28,30,1308.52,CAD,22.5593,29519.295236
Husein Augar,USA,99% Dark & Pure,2023-02-21,111,9878.5,USD,31.1547,307761.70395
Dennison Crosswaite,Canada,Mint Chip Choco,2023-04-08,297,1943.7,CAD,22.5593,43848.51141
Brien Boise,UK,Manuka Honey Choco,2023-06-28,103,80.62,GBP,42.0265,3388.17643
Van Tuxwell,UK,Baker's Choco Chips,2023-03-24,20,2678.37,GBP,42.0265,112562.51680499999
Barr Faughny,Australia,Caramel Stuffed Bars,2023-07-29,60,2931.1,AUD,21.2763,62362.962929999994
Dennison Crosswaite,USA,Eclairs,2023-05-25,90,2316.09,USD,31.1547,72157.089123
Gigi Bohling,Australia,Raspberry Choco,2023-03-30,330,6722.22,AUD,21.2763,143023.969386
Dennison Crosswaite,USA,Organic Choco Syrup,2023-07-18,134,14528.51,USD,31.1547,452631.370497
Beverie Moffet,Canada,Orange Choco,2023-05-10,104,9390.28,CAD,22.5593,211838.143604
Mallorie Waber,Australia,Choco Coated Almonds,2023-03-18,94,16230.41,AUD,21.2763,345323.072283
Ches Bonnell,India,Caramel Stuffed Bars,2023-06-15,55,7224.39,INR,0.3442,2486.6350380000003
Van Tuxwell,Canada,50% Dark Bites,2023-05-12,57,15567.58,CAD,22.5593,351193.70749400003
Kelci Walkden,New Zealand,Baker's Choco Chips,2023-06-23,105,2964.2,AUD,21.2763,63067.208459999994
Beverie Moffet,India,Spicy Special Slims,2023-04-21,186,3357.08,INR,0.3442,1155.506936
Gigi Bohling,Australia,Almond Choco,2023-08-17,127,1010.37,AUD,21.2763,21496.935231
Rafaelita Blaksland,New Zealand,Eclairs,2023-02-07,54,20470.43,AUD,21.2763,435535.009809
Kelci Walkden,Canada,Smooth Sliky Salty,2023-03-17,115,8762.75,CAD,22.5593,197681.506075
Jan Morforth,India,Baker's Choco Chips,2023-08-01,85,14613.52,INR,0.3442,5029.973584
Jehu Rudeforth,Australia,Milk Bars,2023-03-18,31,9839.46,AUD,21.2763,209347.30279799996
Gigi Bohling,Canada,Fruit & Nut Bars,2023-06-14,103,6633.23,CAD,22.5593,149641.025539
Beverie Moffet,UK,Eclairs,2023-04-22,169,9749.07,GBP,42.0265,409719.29035499995
Marney O'Breen,New Zealand,Eclairs,2023-01-18,31,5254.38,AUD,21.2763,111793.76519399999
Husein Augar,Australia,99% Dark & Pure,2023-08-26,123,3430.43,AUD,21.2763,72986.857809
Gunar Cockshoot,New Zealand,Fruit & Nut Bars,2023-06-10,434,10454.55,AUD,21.2763,222434.14216499997
Curtice Advani,Canada,70% Dark Bites,2023-01-31,7,2413.87,CAD,22.5593,54455.217490999996
Kelci Walkden,New Zealand,Manuka Honey Choco,2023-04-08,108,1445.14,AUD,21.2763,30747.232182
Dotty Strutley,Australia,Baker's Choco Chips,2023-06-07,71,4022.64,AUD,21.2763,85586.89543199999
Barr Faughny,Australia,85% Dark Bars,2023-02-10,43,8651.2,AUD,21.2763,184065.52656
Beverie Moffet,Australia,50% Dark Bites,2023-05-16,453,725.16,AUD,21.2763,15428.721708
Gunar Cockshoot,India,Baker's Choco Chips,2023-03-18,540,2385.4,INR,0.3442,821.0546800000001
Van Tuxwell,Australia,50% Dark Bites,2023-07-13,131,726.04,AUD,21.2763,15447.444851999999
Oby Sorrel,USA,Manuka Honey Choco,2023-07-25,83,4742.35,USD,31.1547,147746.491545
Van Tuxwell,Canada,Choco Coated Almonds,2023-08-19,312,2556.96,CAD,22.5593,57683.227728000005
Karlen McCaffrey,Canada,70% Dark Bites,2023-06-24,646,8376.69,CAD,22.5593,188972.262717
Kelci Walkden,Canada,Fruit & Nut Bars,2023-06-20,162,840.71,CAD,22.5593,18965.829103
Camilla Castle,India,99% Dark & Pure,2023-08-02,216,207.87,INR,0.3442,71.548854
Madelene Upcott,New Zealand,70% Dark Bites,2023-02-22,94,13370.34,AUD,21.2763,284471.364942
Mallorie Waber,New Zealand,Orange Choco,2023-02-01,25,6811.37,AUD,21.2763,144920.751531
Jan Morforth,Canada,70% Dark Bites,2023-02-14,300,6096.52,CAD,22.5593,137533.223636
Kelci Walkden,Australia,Milk Bars,2023-02-24,120,8684.58,AUD,21.2763,184775.729454
Dennison Crosswaite,India,Orange Choco,2023-03-18,140,873.26,INR,0.3442,300.576092
Husein Augar,UK,Eclairs,2023-08-30,253,1912.66,GBP,42.0265,80382.40549
Gigi Bohling,USA,Peanut Butter Cubes,2023-05-09,76,321.61,USD,31.1547,10019.663067
Wilone O'Kielt,USA,Smooth Sliky Salty,2023-01-18,96,511.12,USD,31.1547,15923.790264
Curtice Advani,India,White Choc,2023-07-04,335,7887.15,INR,0.3442,2714.7570299999998
Oby Sorrel,New Zealand,Spicy Special Slims,2023-06-03,13,1793.67,AUD,21.2763,38162.661021
Beverie Moffet,New Zealand,Peanut Butter Cubes,2023-02-23,29,12129.42,AUD,21.2763,258069.178746
Dotty Strutley,New Zealand,99% Dark & Pure,2023-05-09,213,11749.75,AUD,21.2763,249991.205925
Kelci Walkden,India,70% Dark Bites,2023-06-06,101,3967.25,INR,0.3442,1365.52745
Kelci Walkden,India,Drinking Coco,2023-07-04,255,8105.37,INR,0.3442,2789.868354
Brien Boise,New Zealand,Drinking Coco,2023-06-06,106,1614.17,AUD,21.2763,34343.565171
Dotty Strutley,Australia,Almond Choco,2023-05-13,91,1613.3,AUD,21.2763,34325.054789999995
Wilone O'Kielt,New Zealand,Organic Choco Syrup,2023-01-31,281,2155.64,AUD,21.2763,45864.043331999994
Ches Bonnell,New Zealand,Caramel Stuffed Bars,2023-06-30,43,8184.37,AUD,21.2763,174133.111431
Barr Faughny,Canada,Manuka Honey Choco,2023-08-25,251,3613.32,CAD,22.5593,81513.969876
Gigi Bohling,New Zealand,Smooth Sliky Salty,2023-01-10,101,801.09,AUD,21.2763,17044.231167
Brien Boise,USA,Manuka Honey Choco,2023-08-22,8,2069.48,USD,31.1547,64474.028556
Roddy Speechley,New Zealand,85% Dark Bars,2023-04-14,284,5096.21,AUD,21.2763,108428.492823
Oby Sorrel,UK,Smooth Sliky Salty,2023-05-31,338,10573.5,GBP,42.0265,444367.19775
Oby Sorrel,UK,Raspberry Choco,2023-04-08,322,4611.37,GBP,42.0265,193799.741305
Roddy Speechley,USA,Drinking Coco,2023-02-21,148,3288.77,USD,31.1547,102460.642719
Andria Kimpton,Australia,Manuka Honey Choco,2023-03-30,394,10883.13,AUD,21.2763,231552.73881899996
Mallorie Waber,India,Raspberry Choco,2023-03-02,2,1516.56,INR,0.3442,521.999952
Jehu Rudeforth,USA,Orange Choco,2023-07-28,184,391.33,USD,31.1547,12191.768751
Kaine Padly,New Zealand,70% Dark Bites,2023-03-24,38,7969.08,AUD,21.2763,169552.536804
Curtice Advani,Australia,After Nines,2023-08-11,109,63.71,AUD,21.2763,1355.5130729999998
Husein Augar,UK,Almond Choco,2023-05-17,175,8832.33,GBP,42.0265,371191.916745
Kaine Padly,Canada,Choco Coated Almonds,2023-05-18,180,3542.19,CAD,22.5593,79909.326867
Roddy Speechley,UK,Peanut Butter Cubes,2023-08-17,173,6052.07,GBP,42.0265,254347.31985499998
Ches Bonnell,New Zealand,Eclairs,2023-04-04,54,543.2,AUD,21.2763,11557.28616
Brien Boise,India,85% Dark Bars,2023-08-09,201,18894.92,INR,0.3442,6503.631463999999
Brien Boise,New Zealand,Organic Choco Syrup,2023-01-17,331,689.4,AUD,21.2763,14667.88122
Andria Kimpton,Canada,White Choc,2023-02-14,31,4435.95,CAD,22.5593,100071.92683499999
Gigi Bohling,New Zealand,Orange Choco,2023-05-16,324,9111.34,AUD,21.2763,193855.60324199998
Ches Bonnell,Canada,Smooth Sliky Salty,2023-03-16,129,10369.71,CAD,22.5593,233933.398803
Husein Augar,Canada,70% Dark Bites,2023-01-31,290,5833.2,CAD,22.5593,131592.90876
Barr Faughny,Canada,Organic Choco Syrup,2023-03-10,219,1229.96,CAD,22.5593,27747.036628
Oby Sorrel,UK,Organic Choco Syrup,2023-06-30,170,8839.72,GBP,42.0265,371502.49257999996
Van Tuxwell,New Zealand,Eclairs,2023-03-01,176,5747.66,AUD,21.2763,122288.93845799999
Mallorie Waber,UK,Drinking Coco,2023-05-27,107,3666.04,GBP,42.0265,154070.83006
Oby Sorrel,UK,Milk Bars,2023-07-11,220,6853.82,GBP,42.0265,288042.06623
Karlen McCaffrey,New Zealand,Mint Chip Choco,2023-03-02,59,4361.01,AUD,21.2763,92786.157063
Jehu Rudeforth,USA,Raspberry Choco,2023-03-04,141,7686.15,USD,31.1547,239459.69740499998
Kelci Walkden,UK,85% Dark Bars,2023-06-23,235,4188.43,GBP,42.0265,176025.053395
Kelci Walkden,USA,Almond Choco,2023-01-27,234,5425.24,USD,31.1547,169021.724628
Marney O'Breen,Canada,Orange Choco,2023-01-14,456,2896.97,CAD,22.5593,65353.615321
Dennison Crosswaite,India,Fruit & Nut Bars,2023-07-29,23,1071.31,INR,0.3442,368.74490199999997
Brien Boise,Canada,Smooth Sliky Salty,2023-05-13,497,6417.05,CAD,22.5593,144764.15606500002
Barr Faughny,Canada,Baker's Choco Chips,2023-02-03,172,10967.31,CAD,22.5593,247414.836483
Brien Boise,India,Smooth Sliky Salty,2023-05-27,28,6345.02,INR,0.3442,2183.955884
Jan Morforth,Australia,Drinking Coco,2023-02-18,25,2824.71,AUD,21.2763,60099.377372999996
Brien Boise,India,Spicy Special Slims,2023-01-28,34,1463.67,INR,0.3442,503.79521400000004
Van Tuxwell,UK,Eclairs,2023-06-29,115,5856.52,GBP,42.0265,246129.03778
Wilone O'Kielt,India,Caramel Stuffed Bars,2023-01-13,282,4303.86,INR,0.3442,1481.388612
Jehu Rudeforth,UK,After Nines,2023-06-27,169,2047.77,GBP,42.0265,86060.60590499999
Barr Faughny,Canada,White Choc,2023-03-29,1,4692.36,CAD,22.5593,105856.356948
Gunar Cockshoot,India,Organic Choco Syrup,2023-06-03,153,7302.42,INR,0.3442,2513.492964
Mallorie Waber,Canada,Smooth Sliky Salty,2023-03-21,103,2056.92,CAD,22.5593,46402.675356
Mallorie Waber,India,Eclairs,2023-04-12,49,11032.79,INR,0.3442,3797.486318
Rafaelita Blaksland,Australia,Raspberry Choco,2023-01-19,247,7773.64,AUD,21.2763,165394.296732
Karlen McCaffrey,UK,50% Dark Bites,2023-04-06,295,3843.01,GBP,42.0265,161508.259765
Kaine Padly,Australia,50% Dark Bites,2023-08-02,81,9163.79,AUD,21.2763,194971.54517700002
Gigi Bohling,Australia,Eclairs,2023-04-12,146,7628.59,AUD,21.2763,162308.169417
Oby Sorrel,India,Drinking Coco,2023-07-21,139,18220.59,INR,0.3442,6271.527078
Van Tuxwell,New Zealand,Baker's Choco Chips,2023-03-22,24,9828.94,AUD,21.2763,209123.476122
Husein Augar,India,Peanut Butter Cubes,2023-05-09,5,4726.65,INR,0.3442,1626.91293
Andria Kimpton,Australia,Baker's Choco Chips,2023-08-09,118,344.82,AUD,21.2763,7336.493766
Madelene Upcott,Canada,Choco Coated Almonds,2023-07-20,283,3451.24,CAD,22.5593,77857.558532
Brien Boise,India,70% Dark Bites,2023-04-14,439,5071.49,INR,0.3442,1745.6068579999999
Jehu Rudeforth,Canada,White Choc,2023-01-25,132,4719.38,CAD,22.5593,106465.909234
Andria Kimpton,Australia,Almond Choco,2023-04-25,174,3430.58,AUD,21.2763,72990.049254
Dotty Strutley,Canada,After Nines,2023-01-17,239,268.3,CAD,22.5593,6052.6601900000005
Karlen McCaffrey,USA,Eclairs,2023-08-15,133,991.46,USD,31.1547,30888.638862
Karlen McCaffrey,Canada,Fruit & Nut Bars,2023-06-02,17,213.45,CAD,22.5593,4815.282585
Gunar Cockshoot,USA,85% Dark Bars,2023-06-30,131,7586.38,USD,31.1547,236351.392986
Dotty Strutley,New Zealand,Raspberry Choco,2023-02-10,99,6192.19,AUD,21.2763,131746.89209699997
Marney O'Breen,Canada,Caramel Stuffed Bars,2023-02-23,602,1510.58,CAD,22.5593,34077.627393999996
Dennison Crosswaite,India,Organic Choco Syrup,2023-01-27,209,8693.31,INR,0.3442,2992.237302
Camilla Castle,UK,Mint Chip Choco,2023-05-26,307,5509.77,GBP,42.0265,231556.34890500002
Brien Boise,USA,70% Dark Bites,2023-04-14,22,1863.2,USD,31.1547,58047.43704
Madelene Upcott,Australia,99% Dark & Pure,2023-08-01,159,4822.5,AUD,21.2763,102604.95675
Mallorie Waber,Australia,Eclairs,2023-08-22,229,10856.55,AUD,21.2763,230987.21476499998
Marney O'Breen,India,99% Dark & Pure,2023-07-22,159,11252.11,INR,0.3442,3872.976262
Husein Augar,USA,Fruit & Nut Bars,2023-04-28,27,1387.72,USD,31.1547,43234.000284
Kelci Walkden,Australia,Almond Choco,2023-05-30,341,5509.22,AUD,21.2763,117215.817486
Ches Bonnell,USA,Milk Bars,2023-07-21,155,2444.25,USD,31.1547,76149.875475
Jan Morforth,UK,Caramel Stuffed Bars,2023-08-02,507,3175.62,GBP,42.0265,133460.19392999998
